,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
2731,BMW 3 Serisi 320d Premium,2007,340000,Dizel,Manuel,Sedan,163.0,2.0,Arkadan İtiş,1,,,460000,16.0
2732,Honda Jazz 1.4 Elite,2006,210000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,113.0,1.5,Önden Çekiş,0,,"rear-hood,rear-bumper",315000,17.0
2733,Hyundai i10 1.2 MPI Style,2022,1500,Benzin,Otomatik,Hatchback 5 kapı,84.0,1.2,Önden Çekiş,0,,,586000,1.0
2734,Citroën C-Elysée 1.5 BlueHDI Feel,2020,61264,Dizel,Manuel,Sedan,100.0,1.5,Önden Çekiş,0,,,472850,3.0
2735,BMW 3 Serisi 320d Premium,2010,320000,Dizel,Otomatik,Sedan,177.0,2.0,Arkadan İtiş,0,,,597000,13.0
2736,Toyota Corolla 1.8 Hybrid Dream,2019,95000,Hybrid,Yarı Otomatik,Sedan,122.0,1.8,Önden Çekiş,0,"front-left-door,rear-left-door,rear-left-mudguard",front-left-mudguard,725000,4.0
2737,Honda Civic 1.5 VTEC Sport,2018,38500,Benzin,Yarı Otomatik,Hatchback 5 kapı,182.0,1.5,Önden Çekiş,1,,,725000,5.0
2738,Kia Picanto 1.1 EX,2007,135000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,,275000,16.0
2739,Volkswagen Passat 1.4 TSI BlueMotion Highline,2016,126000,Benzin,Yarı Otomatik,Sedan,125.0,1.4,Önden Çekiş,0,,,1070000,7.0
2740,Honda Civic 1.6 i ES,2000,260000,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,265000,23.0
2741,Peugeot 308 1.6 HDi Envy,2011,177000,Dizel,Yarı Otomatik,Hatchback 5 kapı,112.0,1.6,Önden Çekiş,0,,,430000,12.0
2742,Renault Megane 1.5 dCi Expression,2011,186500,Dizel,Manuel,Hatchback 5 kapı,105.0,1.5,Önden Çekiş,0,,,414000,12.0
2743,Toyota Corolla 1.6 Comfort,2007,194000,Benzin & LPG,Yarı Otomatik,Sedan,124.0,1.6,Önden Çekiş,0,,,405000,16.0
2744,Mercedes - Benz CLA 200 AMG,2017,64200,Benzin,Yarı Otomatik,Coupe,156.0,1.6,Önden Çekiş,0,,,1320000,6.0
2745,BMW 5 Serisi 520i Luxury Line,2017,40000,Benzin,Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,2100000,6.0
2746,Fiat Egea 1.4 Fire Urban,2021,59800,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,524500,2.0
2747,Peugeot 508 1.6 e-HDi Active,2012,215000,Dizel,Yarı Otomatik,Sedan,112.0,1.6,Önden Çekiş,0,,front-right-mudguard,449000,11.0
2748,BMW 3 Serisi 320i,2003,367000,Benzin,Otomatik,Sedan,170.0,2.2,Arkadan İtiş,0,,,297000,20.0
2749,Mercedes - Benz C Serisi C 200 Komp. Classic,2000,325000,Benzin & LPG,Manuel,Sedan,192.0,2.0,Arkadan İtiş,0,,,325000,23.0
2750,BMW Z Serisi Z4 3.0i sDrive,2022,2100,Benzin,Otomatik,Cabrio,258.0,2.0,Arkadan İtiş,0,,,2350000,1.0
2751,Renault Clio 1.5 dCi Authentique,2007,189840,Dizel,Manuel,Hatchback 5 kapı,65.0,1.5,Önden Çekiş,0,,,285000,16.0
2752,Renault Clio 1.5 dCi SportTourer Joy,2016,259000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,front-right-door,,378000,7.0
2753,Renault Modus 1.5 dCi Dynamique,2006,252000,Dizel,Manuel,MPV,80.0,1.5,Önden Çekiş,0,"front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard",,250000,17.0
2754,Fiat Linea 1.4 Fire Easy,2014,154000,Benzin & LPG,Manuel,Sedan,77.0,1.4,Önden Çekiş,0,,,350000,9.0
2755,Renault Latitude 1.5 dCi Expression,2011,138000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,468000,12.0
2756,Toyota Avensis 1.6 Elegant Extra,2012,73183,Benzin & LPG,Manuel,Sedan,132.0,1.6,Önden Çekiş,0,,,513000,11.0
2757,Hyundai Getz 1.3 GLS,2005,213500,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,"rear-right-mudguard,rear-left-mudguard",,292500,18.0
2758,Hyundai i20 1.4 CVVT Jump,2011,60000,Benzin,Otomatik,Hatchback 5 kapı,113.0,1.5,Önden Çekiş,0,,,389500,12.0
2759,Peugeot 508 1.6 BlueHDi Active,2015,256000,Dizel,Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,559000,8.0
2760,Renault Megane 1.6 Dynamique,2004,121000,Benzin,Manuel,Sedan,113.0,1.5,Önden Çekiş,0,,,350000,19.0
2761,Renault Megane 1.5 dCi Icon,2017,65000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,875000,6.0
2762,Volkswagen Polo 1.6 Trendline Classic,2000,280000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,226000,23.0
2763,Renault Clio 1.0 TCe Touch,2022,1055,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,695000,1.0
2764,Seat Leon 1.6 TDI Style,2016,119500,Dizel,Otomatik,Hatchback 5 kapı,113.0,1.5,Önden Çekiş,0,,,735000,7.0
2765,Fiat Egea 1.4 Fire Easy,2019,103111,Benzin & LPG,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,483000,4.0
2766,Skoda Octavia 1.6 TDI  Style CR,2015,140000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,rear-right-door,,740000,8.0
2767,Citroën C-Elysée 1.6 HDi  Attraction,2016,88000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,front-left-mudguard,,444000,7.0
2768,Hyundai Accent Era 1.5 CRDi-VGT Start,2008,237000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,258000,15.0
2769,Volkswagen Golf 1.9 TDI Comfortline,2000,356000,Dizel,Manuel,Hatchback 5 kapı,110.0,1.9,Önden Çekiş,0,,,207000,23.0
2770,Renault Clio 1.5 dCi Joy,2019,111000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"rear-right-mudguard,rear-left-mudguard",,445000,4.0
2771,Ford Fiesta 1.1 Style,2023,218000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,,235000,0.0
2772,Hyundai Getz 1.5 CRDi VGT,2007,197000,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,"rear-right-mudguard,rear-left-mudguard",,280000,16.0
2773,Opel Astra 1.4 Classic,2001,170000,Benzin & LPG,Manuel,Sedan,60.0,1.4,Önden Çekiş,0,,,280000,22.0
2774,BMW 5 Serisi 525d xDrive  Premium,2013,205000,Dizel,Yarı Otomatik,Sedan,218.0,2.0,4WD (Sürekli),0,front-right-mudguard,,1250000,10.0
2775,Renault Clio 1.0 TCe Touch,2023,1710,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,705000,0.0
2776,Renault Megane 1.5 dCi Authentique,2007,273900,Dizel,Manuel,Hatchback 5 kapı,80.0,1.5,Önden Çekiş,0,"front-right-mudguard,rear-left-door,rear-left-mudguard",,250000,16.0
2777,Renault Clio 0.9 TCe Joy,2019,34000,Benzin,Manuel,Hatchback 5 kapı,90.0,0.9,Önden Çekiş,0,,,485000,4.0
2778,Chevrolet Cruze 2.0 D LT,2012,161000,Dizel,Otomatik,Sedan,163.0,2.0,Önden Çekiş,0,"rear-right-mudguard,front-left-mudguard",,395000,11.0
2779,BMW 3 Serisi 320i ED M Sport,2013,60000,Benzin,Otomatik,Sedan,163.0,1.7,Arkadan İtiş,0,,,1275000,10.0
2780,Skoda Superb 1.6 TDI Prestige,2020,37000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1395000,3.0
2781,Volkswagen Polo 1.0 TSI R-Line,2018,62000,Benzin,Otomatik,Hatchback 5 kapı,95.0,1.0,Önden Çekiş,0,,,763500,5.0
2782,Nissan Micra 1.2 Match,2016,20000,Benzin,Yarı Otomatik,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,565000,7.0
2783,Peugeot 301 1.6 BlueHDI Active,2018,135000,Dizel,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,417000,5.0
2784,Ford Focus 1.6 Ti-VCT Titanium,2015,117000,Benzin,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,635000,8.0
2785,Citroën C4 1.4 SX,2007,153315,Benzin & LPG,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,265000,16.0
2786,Opel Astra 1.3 CDTI Enjoy 111.Yıl,2011,212000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,rear-right-mudguard,,375000,12.0
2787,Honda Civic 1.6i VTEC Eco Executive,2019,62000,Benzin & LPG,Yarı Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,front-left-mudguard,880000,4.0
2788,Fiat Egea 1.3 Multijet Easy,2021,18000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,570000,2.0
2789,Mercedes - Benz C Serisi C 200 D AMG,2021,28000,Dizel,Otomatik,Sedan,160.0,1.6,Arkadan İtiş,1,,,1995000,2.0
2790,Fiat Egea 1.4 Fire Easy Stil,2020,27500,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,front-hood,,487500,3.0
2791,Audi A3 A3 Sportback 1.6 Ambition,2010,185000,Benzin,Yarı Otomatik,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,0,,,527000,13.0
2792,Citroën C5 1.6 e-HDi  Confort,2012,250000,Dizel,Yarı Otomatik,Sedan,115.0,1.6,Önden Çekiş,0,,,365000,11.0
2793,Renault Talisman 1.6 dCi Touch,2016,157000,Dizel,Manuel,Sedan,130.0,1.6,Önden Çekiş,1,rear-left-door,,588000,7.0
2794,Fiat Punto Grande 1.4 Fire Active,2007,196000,Benzin & LPG,Manuel,Hatchback 5 kapı,77.0,1.4,Önden Çekiş,0,,,275000,16.0
2795,Volkswagen Polo 1.2 TDI BlueMotion,2012,175000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,405000,11.0
2796,Seat Cordoba 1.4 Signo,2004,171000,Benzin,Manuel,Sedan,100.0,1.4,Önden Çekiş,0,front-left-mudguard,,275000,19.0
2797,Ford Fiesta 1.4 TDCi Comfort,2007,160000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,310000,16.0
2798,Volkswagen Golf 1.0 eTSI Life,2022,2500,Hybrid,Yarı Otomatik,Hatchback 5 kapı,110.0,1.0,Önden Çekiş,0,,,1350000,1.0
2799,BMW 3 Serisi 318i M Joy,2016,135000,Benzin,Yarı Otomatik,Sedan,138.0,1.5,Arkadan İtiş,0,"front-right-door,rear-right-door,rear-right-mudguard",front-right-mudguard,935000,7.0
2800,Toyota Corolla 1.6 Terra,2006,180000,Benzin & LPG,Manuel,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,340000,17.0
2801,Renault Fluence 1.6 Privilege,2011,80600,Benzin,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard,rear-left-door,rear-left-mudguard",,430000,12.0
2802,Fiat Egea 1.4 Fire Urban,2022,20000,Benzin,Manuel,Hatchback 5 kapı,95.0,1.4,Önden Çekiş,0,,,560000,1.0
2803,Ford Fiesta 1.5 TDCi Titanium,2013,206000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"rear-left-mudguard,rear-bumper",,375000,10.0
2804,Toyota Corolla 1.5 Dream,2021,90000,Benzin & LPG,Yarı Otomatik,Sedan,123.0,1.5,Önden Çekiş,0,,,755000,2.0
2805,Renault Clio 1.5 dCi Joy,2013,90000,Dizel,Manuel,Hatchback 5 kapı,63.0,1.5,Önden Çekiş,0,,,435000,10.0
2806,Volkswagen Jetta 1.6 TDI Trendline,2012,199854,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"front-left-mudguard,rear-left-mudguard",,580000,11.0
2807,Skoda Octavia 1.6 TDI  Style CR,2016,205000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,front-right-mudguard,,640000,7.0
2808,Renault Modus 1.4 Dynamique,2009,162000,Benzin & LPG,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,"front-bumper,front-right-mudguard,front-right-door,front-left-mudguard",front-hood,282000,14.0
2809,Renault Clio 1.4 Alize,2005,160000,Benzin & LPG,Manuel,Sedan,98.0,1.4,Önden Çekiş,0,,,265000,18.0
2810,Renault Fluence 1.5 dCi Business,2012,210000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,343500,11.0
2811,Honda Civic 1.5 VTEC Eco Elegance,2022,3200,Benzin & LPG,Yarı Otomatik,Sedan,129.0,1.5,Önden Çekiş,1,"front-hood,front-left-mudguard",,975000,1.0
2812,Citroën C5 1.6 e-HDi  Dynamique,2011,290500,Dizel,Yarı Otomatik,Sedan,112.0,1.6,Önden Çekiş,0,,,520000,12.0
2813,Toyota Corolla 1.5 Dream,2022,6500,Benzin,Otomatik,Sedan,125.0,1.5,Önden Çekiş,0,,,850000,1.0
2814,Volkswagen Polo 1.2 TDI Trendline,2012,184667,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-left-door,rear-left-mudguard","front-bumper,front-hood,front-right-mudguard,front-left-mudguard,rear-hood",342000,11.0
2815,Ford Fiesta 1.5 TDCi Titanium,2017,48000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,498000,6.0
2816,Ford Focus 1.5 TDCi Trend X,2017,167000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,"front-right-mudguard,front-left-mudguard",,625000,6.0
2817,BMW 1 Serisi 116d ED EfficientDynamics,2014,125000,Dizel,Manuel,Hatchback 5 kapı,116.0,1.6,Arkadan İtiş,0,,,660000,9.0
2818,Honda Civic 1.6i VTEC Elegance,2010,158000,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,rear-hood,,535000,13.0
2819,Volkswagen Jetta 1.4 TSI BlueMotion Comfortline,2017,105000,Benzin,Yarı Otomatik,Sedan,125.0,1.4,Önden Çekiş,1,"front-right-door,front-left-mudguard,front-left-door","rear-right-door,rear-right-mudguard",568000,6.0
2820,Mercedes - Benz C Serisi C 180 Exclusive,2014,152000,Benzin,Yarı Otomatik,Sedan,156.0,1.6,Arkadan İtiş,0,,,1198000,9.0
2821,Honda City 1.4 LS,2009,207800,Benzin & LPG,Manuel,Sedan,100.0,1.3,Önden Çekiş,0,"rear-right-door,rear-left-mudguard",,375000,14.0
2822,Ford Fiesta 1.4 TDCi Titanium,2011,230000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,1,,,257500,12.0
2823,BMW 3 Serisi 318i Edition Sport Line,2017,97000,Benzin,Otomatik,Sedan,136.0,1.5,Arkadan İtiş,0,"front-left-mudguard,rear-left-mudguard",,1080000,6.0
2824,Ford Mondeo 2.0 Ghia,2002,376000,Benzin & LPG,Manuel,Sedan,145.0,2.0,Önden Çekiş,0,,,248000,21.0
2825,Renault Laguna 1.5 dCi Privilege,2009,273700,Dizel,Manuel,Hatchback 5 kapı,110.0,1.5,Önden Çekiş,0,rear-right-door,,320000,14.0
2826,BMW 5 Serisi 520i Executive Plus,2016,200000,Benzin,Otomatik,Sedan,188.0,2.8,Önden Çekiş,0,front-right-mudguard,,1550000,7.0
2827,Hyundai i20 Active 1.4 MPI Elite Smart,2019,47800,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,630000,4.0
2828,Fiat Egea 1.6 Multijet Urban Plus,2016,65000,Dizel,Manuel,Hatchback 5 kapı,120.0,1.6,Önden Çekiş,0,,,548000,7.0
2829,Toyota Auris 1.4 D-4D Comfort Extra,2012,207000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,front-left-mudguard,480000,11.0
2830,Renault Clio 1.5 dCi Extreme Edition,2011,188000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,327500,12.0
2831,Opel Astra 1.6 CDTI Dynamic,2016,83000,Dizel,Otomatik,Hatchback 5 kapı,136.0,1.6,Önden Çekiş,0,,"front-right-door,rear-right-door",650000,7.0
2832,Mercedes - Benz C Serisi C 200 AMG,2019,99100,Benzin,Otomatik,Sedan,184.0,1.5,4WD (Sürekli),0,,,1570000,4.0
2833,Renault Symbol 1.5 DCI Joy,2016,132500,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,348000,7.0
2834,Mercedes - Benz E Serisi E 270 CDI Avantgarde,2002,239000,Dizel,Otomatik,Sedan,177.0,2.7,Arkadan İtiş,0,,,655000,21.0
2835,Ford Focus 1.6 Ti-VCT Style,2016,93500,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,125.0,1.6,Önden Çekiş,1,"front-bumper,front-hood","front-right-mudguard,front-left-mudguard",485000,7.0
2836,Fiat Egea 1.4 Fire Street,2022,9000,Benzin,Manuel,Hatchback 5 kapı,95.0,1.4,Önden Çekiş,0,,,515000,1.0
2837,Hyundai Accent Era 1.5 CRDi Select,2009,300000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,"front-right-door,rear-right-mudguard,rear-hood","front-hood,front-right-mudguard",267000,14.0
2838,Renault Symbol 1.5 DCI Expression Plus,2011,245000,Dizel,Manuel,Sedan,85.0,1.5,Önden Çekiş,0,,,290000,12.0
2839,Renault Fluence 1.5 dCi Icon,2013,180300,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-mudguard",rear-left-door,450000,10.0
2840,Opel Corsa 1.3 CDTI  Enjoy,2007,290000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,265000,16.0
2841,Ford Fiesta 1.5 TDCi Titanium,2013,141000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"rear-right-mudguard,rear-left-mudguard",,425000,10.0
2842,Volkswagen Golf 1.6 TDI BlueMotion Highline,2017,45000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,945000,6.0
2843,Volkswagen Polo 1.6 TDI Comfortline,2013,157000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,445000,10.0
2844,Seat Leon 1.8 Signo,2004,254000,Benzin & LPG,Otomatik,Hatchback 5 kapı,125.0,1.8,Önden Çekiş,0,,,228000,19.0
2845,Seat Leon 1.6 TDI CR Style,2014,186000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,435000,9.0
2846,Opel Astra 1.6 Essentia,2013,91000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,409000,10.0
2847,Volkswagen Golf 1.6 TDI BlueMotion Highline,2015,148000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,665000,8.0
2848,Volkswagen Bora 1.6 Pacific,2003,285000,Benzin & LPG,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,,,275000,20.0
2849,Toyota Auris 1.4 D-4D Active Skypack,2013,110000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,1,"front-bumper,front-hood",rear-bumper,430000,10.0
2850,Volkswagen Passat 1.5 TSI  Business,2020,58000,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1198000,3.0
2851,Renault Fluence 1.5 dCi Touch,2015,238000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,435000,8.0
2852,Fiat Punto 1.3 Multijet Pop,2013,197000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,335000,10.0
2853,Fiat Egea 1.3 Multijet Easy,2019,49100,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,470000,4.0
2854,Mercedes - Benz C Serisi C 180 AMG,2017,92000,Benzin,Otomatik,Sedan,156.0,1.6,Arkadan İtiş,0,,,1455000,6.0
2855,Renault Clio 1.0 TCe Icon,2020,26466,Benzin,Yarı Otomatik,Hatchback 5 kapı,100.0,1.0,Önden Çekiş,0,,,672000,3.0
2856,Volkswagen Golf 1.6 FSI Midline,2004,165000,Benzin,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,284000,19.0
2857,Opel Vectra 2.0 CDX,2001,260000,Benzin & LPG,Manuel,Sedan,136.0,2.0,Önden Çekiş,0,,"front-hood,front-right-mudguard,rear-hood",235000,22.0
2858,Hyundai Getz 1.5 CRDi VGT Start,2011,170000,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,1,,,249999,12.0
2859,Volkswagen Polo 1.6 TDI Comfortline,2012,150000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,"front-bumper,front-right-mudguard,front-left-mudguard",front-hood,455000,11.0
2860,Toyota Corolla 1.6 Dream,2020,4900,Benzin & LPG,Yarı Otomatik,Sedan,132.0,1.6,Önden Çekiş,0,,,890000,3.0
2861,Fiat Egea 1.3 Multijet Easy,2020,58000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,front-left-mudguard,,505000,3.0
2862,BMW 5 Serisi 520i Comfort,2015,139000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,1225000,8.0
2863,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2012,75000,Benzin,Manuel,Sedan,122.0,1.4,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,649000,11.0
2864,Renault Fluence 1.5 dCi Touch,2016,142000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,455000,7.0
2865,Renault Clio 1.0 TCe Joy,2020,14000,Benzin,Yarı Otomatik,Hatchback 5 kapı,100.0,1.0,Önden Çekiş,0,,,615000,3.0
2866,Ford Focus 1.6 Ti-VCT Trend,2011,13552,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,512000,12.0
2867,Dacia Logan 1.4 Ambiance,2006,132000,Benzin,Manuel,Sedan,75.0,1.4,Önden Çekiş,0,"front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard",,245000,17.0
2868,Ford Fiesta 1.5 TDCi Trend X,2015,127900,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,456500,8.0
2869,Renault Megane 1.5 dCi Dynamique,2005,205000,Dizel,Manuel,Sedan,106.0,1.5,Önden Çekiş,0,,,285000,18.0
2870,Skoda Octavia 1.0 e-Tec Premium,2021,16500,Benzin,Otomatik,Hatchback 5 kapı,110.0,1.0,Önden Çekiş,0,,,1075000,2.0
2871,Opel Corsa 1.3 CDTI  Essentia,2004,373000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.2,Önden Çekiş,0,"front-hood,rear-right-door,rear-right-mudguard,rear-left-mudguard",,205000,19.0
2872,Volkswagen Polo 1.6 TDI Comfortline,2013,139000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,front-right-mudguard,,501500,10.0
2873,Volkswagen Polo 1.6 TDI Comfortline,2012,127000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,540000,11.0
2874,Hyundai Ioniq 1.6 GDI Progressive,2017,49800,Hybrid,Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,845000,6.0
2875,BMW 4 Serisi 420d Sport Line,2014,149000,Dizel,Yarı Otomatik,Coupe,184.0,2.0,Arkadan İtiş,0,,,1359000,9.0
2876,Opel Astra 1.4 Classic,2000,249000,Benzin & LPG,Manuel,Sedan,63.0,1.5,Önden Çekiş,0,,,285000,23.0
2877,Volkswagen Passat 1.5 TSI  Impression,2019,95000,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1120000,4.0
2878,Opel Corsa 1.4 Enjoy,2015,72500,Benzin,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,470000,8.0
2879,Volkswagen Polo 1.6 TDI Comfortline,2013,79000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,1,front-hood,,513000,10.0
2880,Audi A4 A4 Sedan,2005,264000,Benzin & LPG,Yarı Otomatik,Sedan,130.0,2.0,Önden Çekiş,0,,,385000,18.0
2881,Honda Civic 1.6i VTEC Eco Executive,2018,106000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,1,"front-bumper,front-right-door,rear-right-door",,745000,5.0
2882,Opel Corsa 1.2 Enjoy,2010,117000,Benzin,Yarı Otomatik,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,rear-hood,360000,13.0
2883,Fiat Egea 1.6 Multijet Lounge,2016,76000,Dizel,Manuel,Sedan,120.0,1.6,Önden Çekiş,0,,,550000,7.0
2884,Mercedes - Benz C Serisi C 180 AMG,2017,67000,Benzin,Otomatik,Sedan,156.0,1.6,Arkadan İtiş,0,,,1534000,6.0
2885,Renault Megane 1.6 Dynamique,2005,192000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,305000,18.0
2886,BMW 3 Serisi 320d Premium,2011,252000,Dizel,Otomatik,Sedan,177.0,2.0,Arkadan İtiş,0,,front-right-mudguard,569000,12.0
2887,Peugeot 307 1.4 HDi XR,2005,216000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,218000,18.0
2888,Honda Civic 1.6 i ES,2000,385000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,297500,23.0
2889,Volkswagen Golf 1.6 TDI BlueMotion Comfortline,2017,81000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,820000,6.0
2890,Volkswagen Golf 1.6 TDI BlueMotion Comfortline,2014,134000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,667000,9.0
2891,BMW 1 Serisi 116i M Sport,2014,94900,Benzin,Otomatik,Hatchback 5 kapı,136.0,1.6,Arkadan İtiş,0,"front-right-mudguard,front-right-door",front-left-mudguard,835000,9.0
2892,Fiat Egea 1.4 Fire Easy,2018,84000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,425000,5.0
2893,Renault Fluence 1.5 dCi Extreme,2011,281000,Dizel,Manuel,Sedan,85.0,1.5,Önden Çekiş,0,"front-bumper,front-left-mudguard,rear-bumper",,302000,12.0
2894,Renault Laguna 1.6 Privilege,2009,122500,Benzin,Manuel,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,375000,14.0
2895,Ford Fiesta 1.0 GTDi Titanium,2013,126000,Benzin,Manuel,Hatchback 5 kapı,100.0,1.0,Önden Çekiş,0,,,485000,10.0
