,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
2896,Seat Leon 1.6 TDI CR Style,2011,199700,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard",front-left-mudguard,425000,12.0
2897,Renault Clio 1.0 SCe Joy,2022,2515,Benzin,Manuel,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,0,,,518000,1.0
2898,Renault Fluence 1.5 dCi Extreme,2011,230000,Dizel,Manuel,Sedan,105.0,1.5,Önden Çekiş,0,"rear-right-door,rear-left-door,rear-hood",,368500,12.0
2899,Audi A4 A4 Sedan 1.8 T,2006,251000,Benzin & LPG,Yarı Otomatik,Sedan,163.0,1.8,Önden Çekiş,0,,,423000,17.0
2900,Volkswagen Jetta 1.4 TSI BlueMotion Comfortline,2017,72000,Benzin,Manuel,Sedan,125.0,1.4,Önden Çekiş,0,front-right-mudguard,,700000,6.0
2901,Ford Fiesta 1.4 TDCi Comfort,2004,272000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,242500,19.0
2902,Fiat Egea 1.3 Multijet Easy,2017,203000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,378500,6.0
2903,Fiat Egea 1.4 Fire Easy,2022,10000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,565000,1.0
2904,Mercedes - Benz C Serisi C 200 D Exclusive,2020,42000,Dizel,Otomatik,Sedan,160.0,1.6,Arkadan İtiş,0,,,1870000,3.0
2905,Mercedes - Benz A Serisi A 180 Progressive,2020,68000,Benzin,Otomatik,Sedan,136.0,1.3,Önden Çekiş,0,,,1325000,3.0
2906,Volkswagen Passat 1.6 TDI BlueMotion Highline,2016,221000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,910000,7.0
2907,Renault Fluence 1.5 dCi Extreme,2012,286000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,378500,11.0
2908,Renault Clio 1.5 dCi Icon,2018,90200,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.5,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard,rear-hood,rear-bumper",,535000,5.0
2909,Toyota Corolla 1.8 Hybrid Dream,2023,1002,Hybrid,Yarı Otomatik,Sedan,140.0,1.8,Önden Çekiş,0,,,1090000,0.0
2910,Hyundai Accent Blue 1.6 CRDI Mode Plus,2013,195000,Dizel,Manuel,Sedan,128.0,1.6,Önden Çekiş,0,,,420000,10.0
2911,Peugeot 308 1.2 Puretech Allure Sport,2020,30000,Benzin,Otomatik,Hatchback 5 kapı,130.0,1.2,Önden Çekiş,0,,,870000,3.0
2912,Toyota Auris 1.6 Blue,2009,147500,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,124.0,1.6,Önden Çekiş,0,"front-left-mudguard,front-left-door",,410000,14.0
2913,Fiat Egea 1.4 Fire Urban,2022,1001,Benzin,Manuel,Hatchback 5 kapı,95.0,1.4,Önden Çekiş,0,,,639000,1.0
2914,Renault Megane 1.5 dCi Touch,2016,156000,Dizel,Yarı Otomatik,Sedan,113.0,1.5,Önden Çekiş,0,front-hood,,585000,7.0
2915,Ford Fiesta 1.5 TDCi Trend,2013,112000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,"front-left-door,rear-left-door,rear-hood",408000,10.0
2916,Renault Megane 1.4 Authentique,2006,87500,Benzin,Manuel,Hatchback 5 kapı,80.0,1.4,Önden Çekiş,0,,,315000,17.0
2917,Fiat Linea 1.3 Multijet Urban,2012,140000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,"front-bumper,rear-hood,rear-bumper",,362000,11.0
2918,Kia Rio 1.4 CRDi Concept Plus,2016,69000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,"front-right-door,rear-left-door,rear-hood",,492000,7.0
2919,Toyota Corolla 1.8 Hybrid Flame X-Pack,2021,84000,Hybrid,Yarı Otomatik,Sedan,122.0,1.8,Önden Çekiş,0,,,875000,2.0
2920,Toyota Auris 1.4 D-4D Comfort Extra,2011,255000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,1,,,370000,12.0
2921,Hyundai Elantra 1.6 CRDi Elite,2016,70000,Dizel,Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,640000,7.0
2922,Audi A5 A5 Coupe 1.8 TFSI,2010,111500,Benzin,Yarı Otomatik,Coupe,170.0,1.8,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard",,720000,13.0
2923,Peugeot 208 1.2 PureTech Allure Selection,2022,5500,Benzin,Otomatik,Hatchback 5 kapı,130.0,1.2,Önden Çekiş,1,,,690000,1.0
2924,Citroën C3 1.2 PureTech Feel,2020,21000,Benzin,Otomatik,Hatchback 5 kapı,110.0,1.2,Önden Çekiş,0,,,640000,3.0
2925,Citroën C5 1.6 HDi SX PK,2010,243000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,410000,13.0
2926,Mercedes - Benz CLA 200 AMG,2014,193000,Benzin,Otomatik,Coupe,163.0,1.7,Önden Çekiş,0,,,935000,9.0
2927,Opel Insignia 1.6 CDTI  Sports Tourer Enjoy,2018,78000,Dizel,Otomatik,Station Wagon,136.0,1.6,Önden Çekiş,0,,,945000,5.0
2928,Peugeot 206 1.4 HDi Fever,2006,226000,Dizel,Manuel,Hatchback 5 kapı,63.0,1.5,Önden Çekiş,0,,,240000,17.0
2929,Kia Ceed 1.6 CRDi Cool,2009,180000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-mudguard,rear-hood",,332000,14.0
2930,Volkswagen Jetta 1.4 TSI BlueMotion Comfortline,2017,85000,Benzin,Yarı Otomatik,Sedan,150.0,1.4,Önden Çekiş,0,,,780000,6.0
2931,BMW 3 Serisi 320i First Edition M Sport,2021,74000,Benzin,Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,2250000,2.0
2932,Renault Megane 1.5 dCi Sport Tourer Expression,2010,186000,Dizel,Manuel,Station Wagon,85.0,1.5,Önden Çekiş,0,,,394900,13.0
2933,Volkswagen Jetta 1.4 TSI Comfortline,2014,116000,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,1,,front-right-mudguard,565000,9.0
2934,Honda Civic 1.6 i ES,2000,235000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,297500,23.0
2935,Renault Megane 1.6 Dynamique,2005,173000,Benzin & LPG,Otomatik,Sedan,115.0,1.6,Önden Çekiş,0,front-right-door,,305000,18.0
2936,Honda Civic 1.6i VTEC Premium,2008,190000,Benzin,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,468000,15.0
2937,Renault Symbol 1.5 DCI Joy,2017,177000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,359750,6.0
2938,Opel Astra 1.6 GL,2001,248190,Benzin & LPG,Manuel,Sedan,113.0,1.7,Önden Çekiş,0,"rear-right-door,front-left-mudguard",,255000,22.0
2939,Toyota Corolla 1.8 Hybrid Flame X-Pack,2022,6500,Hybrid,Yarı Otomatik,Sedan,140.0,1.8,Önden Çekiş,1,,,1190000,1.0
2940,Nissan Micra 1.2 Visia,2005,181500,Benzin & LPG,Manuel,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard,front-left-mudguard,rear-left-mudguard",,273000,18.0
2941,Ford Mondeo 1.5 Ecoboost Titanium,2015,190000,Benzin,Yarı Otomatik,Sedan,160.0,1.5,Önden Çekiş,0,,,639000,8.0
2942,Renault Megane 1.5 dCi Sport Tourer Privilege,2012,234000,Dizel,Yarı Otomatik,Station Wagon,110.0,1.5,Önden Çekiş,1,,,425000,11.0
2943,Peugeot 307 1.4 HDi Envy,2004,325000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,217500,19.0
2944,Renault Symbol 1.5 DCI Joy,2018,119300,Dizel,Manuel,Sedan,88.0,1.5,Önden Çekiş,0,front-bumper,"front-right-mudguard,front-right-door",420000,5.0
2945,Renault Clio 1.5 dCi Touch,2015,138950,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,445000,8.0
2946,Skoda Superb 1.6 TDI Elegance,2015,165000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,rear-bumper",front-left-mudguard,675000,8.0
2947,Opel Corsa 1.3 CDTI  Essentia,2012,243000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,282500,11.0
2948,BMW 3 Serisi 318i Standart,2001,264300,Benzin & LPG,Manuel,Sedan,143.0,2.0,Arkadan İtiş,0,,,225000,22.0
2949,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2014,115500,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,1,"front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-mudguard",,610000,9.0
2950,Mercedes - Benz C Serisi C 200 D AMG,2020,70000,Dizel,Otomatik,Sedan,160.0,1.6,Arkadan İtiş,1,,,1765000,3.0
2951,Renault Clio 1.2 Turbo Icon,2017,123000,Benzin,Yarı Otomatik,Hatchback 5 kapı,120.0,1.2,Önden Çekiş,0,,,530000,6.0
2952,Renault Clio 1.2 Joy,2019,75000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,rear-right-mudguard,,444000,4.0
2953,Ford Fiesta 1.4 TDCi Comfort,2006,128000,Dizel,Yarı Otomatik,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard",,295000,17.0
2954,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2012,226000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,645000,11.0
2955,Renault Fluence 1.5 dCi Icon,2016,152000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,1,,,550000,7.0
2956,Peugeot 407 1.6 HDi Comfort,2006,301000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,250000,17.0
2957,Renault Symbol 1.2 Expression,2011,92500,Benzin,Manuel,Sedan,75.0,1.1,Önden Çekiş,0,rear-bumper,"front-right-door,rear-hood",326900,12.0
2958,BMW 5 Serisi 520i Premium,2014,63000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,1,,,1280000,9.0
2959,Fiat Egea 1.3 Multijet Easy,2017,120000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,448500,6.0
2960,Audi A3 A3 Sportback 1.6 Ambiente,2002,202500,Benzin & LPG,Otomatik,Hatchback 5 kapı,101.0,1.6,Önden Çekiş,0,,,260000,21.0
2961,Volkswagen Polo 1.2 TDI Trendline,2011,114592,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,380000,12.0
2962,Renault Megane 1.5 dCi Icon,2019,128000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,rear-left-mudguard,,876000,4.0
2963,Citroën C5 2.0 HDi Exclusive,2011,235000,Dizel,Otomatik,Sedan,163.0,2.0,Önden Çekiş,0,rear-hood,,575000,12.0
2964,Volkswagen Passat 1.6 TDI BlueMotion Impression,2020,69655,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1175500,3.0
2965,Renault Clio 1.5 dCi SportTourer Joy,2017,125000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,,,435000,6.0
2966,Skoda Octavia 1.6 TDI  Style CR,2016,164000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,725000,7.0
2967,Skoda Fabia 1.4 Comfort,2001,302000,Benzin & LPG,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,215000,22.0
2968,BMW 5 Serisi 520d Premium,2009,291000,Dizel,Yarı Otomatik,Sedan,177.0,2.0,Arkadan İtiş,1,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,rear-left-door,rear-left-mudguard",,715000,14.0
2969,Opel Corsa 1.2 Comfort,2000,204000,Benzin,Yarı Otomatik,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,225000,23.0
2970,Toyota Corolla 1.5 Dream,2021,32000,Benzin,Yarı Otomatik,Sedan,123.0,1.5,Önden Çekiş,0,,,847000,2.0
2971,Volkswagen Polo 1.6 TDI Comfortline,2012,159000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,500000,11.0
2972,Honda Civic 1.6 VTEC LS,2002,309000,Benzin & LPG,Otomatik,Sedan,110.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper","rear-right-mudguard,front-left-mudguard",297000,21.0
2973,Seat Cordoba 1.4 TDI Stylance,2007,262000,Dizel,Manuel,Sedan,80.0,1.4,Önden Çekiş,0,,,250000,16.0
2974,Ford Fiesta 1.4 TDCi Titanium,2012,163500,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,,319000,11.0
2975,Honda Civic 1.6i VTEC Elegance,2012,107000,Benzin,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,610000,11.0
2976,Hyundai Accent Blue 1.4 CVVT Mode Plus,2013,590000,Benzin & LPG,Manuel,Sedan,88.0,1.5,Önden Çekiş,0,,,282000,10.0
2977,Fiat Albea 1.2 Active,2006,183000,Benzin & LPG,Manuel,Sedan,80.0,1.2,Önden Çekiş,0,,,235000,17.0
2978,Volkswagen Jetta 1.6 TDI Comfortline,2015,179000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,660000,8.0
2979,Mercedes - Benz CLA 180 d AMG,2015,165000,Dizel,Yarı Otomatik,Coupe,109.0,1.5,Önden Çekiş,0,,,950000,8.0
2980,Toyota Corolla 1.4 D-4D Comfort,2010,155000,Dizel,Manuel,Sedan,90.0,1.4,Önden Çekiş,0,"rear-right-door,rear-right-mudguard,rear-left-mudguard",,435000,13.0
2981,Opel Astra 1.4 T Edition Plus,2020,17000,Benzin,Otomatik,Sedan,140.0,1.4,Önden Çekiş,0,,,719000,3.0
2982,Renault Symbol 1.5 DCI Authentique,2012,315000,Dizel,Manuel,Sedan,65.0,1.5,Önden Çekiş,0,"front-hood,front-right-door,front-left-mudguard,front-left-door",,255000,11.0
2983,Renault Clio 1.4 Authentique,2006,153000,Benzin & LPG,Manuel,Hatchback 5 kapı,98.0,1.4,Önden Çekiş,0,"rear-left-mudguard,rear-hood",front-left-mudguard,295000,17.0
2984,Renault Clio 1.5 dCi Joy,2018,136000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,425000,5.0
2985,Audi A4 A4 Sedan 1.4 TFSI Design,2017,119000,Benzin,Yarı Otomatik,Sedan,150.0,1.4,Önden Çekiş,0,front-left-mudguard,,1225500,6.0
2986,Ford Focus 1.6 TDCi Trend X,2016,85000,Dizel,Manuel,Sedan,113.0,1.5,Önden Çekiş,0,,,628500,7.0
2987,BMW 4 Serisi 418i Gran Coupe Prestige,2016,70000,Benzin,Otomatik,Hatchback 5 kapı,113.0,1.5,Arkadan İtiş,1,,,1350000,7.0
2988,Volkswagen Golf 1.6 TDI BlueMotion Comfortline,2016,215000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,"front-hood,front-right-door,rear-right-mudguard",,610000,7.0
2989,BMW 5 Serisi 520i Prestige,2017,48000,Benzin,Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,2150000,6.0
2990,Volkswagen Jetta 1.4 TSI Comfortline,2009,320000,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,0,,,359000,14.0
2991,Renault Fluence 1.5 dCi Extreme,2010,244000,Dizel,Manuel,Sedan,105.0,1.5,Önden Çekiş,0,,,370000,13.0
2992,Seat Leon 1.2 TSI Style,2016,172000,Benzin,Manuel,Hatchback 5 kapı,110.0,1.2,Önden Çekiş,0,,,605000,7.0
2993,Honda Civic 1.5 VTEC Eco Executive Plus,2021,28700,Benzin & LPG,Yarı Otomatik,Sedan,129.0,1.5,Önden Çekiş,0,,,1095000,2.0
2994,Honda Civic 1.6i VTEC Premium,2017,49500,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,745000,6.0
2995,Volkswagen Bora 1.6 Pacific,2004,252000,Benzin & LPG,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,rear-left-mudguard,,355000,19.0
2996,Fiat Linea 1.3 Multijet Active Plus,2011,198613,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,229750,12.0
2997,Volvo V50 1.6  1.6,2005,210000,Benzin & LPG,Manuel,Station Wagon,100.0,1.6,Önden Çekiş,0,,,395000,18.0
2998,Opel Meriva 1.6 Enjoy,2007,268000,Benzin & LPG,Yarı Otomatik,MPV,105.0,1.6,Önden Çekiş,0,,,310000,16.0
2999,Audi A4 A4 Sedan 40 TDI Advanced,2021,2476,Hybrid,Yarı Otomatik,Sedan,204.0,2.0,Önden Çekiş,0,,,2350000,2.0
3000,Fiat Egea 1.3 Multijet Easy,2016,111000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,465000,7.0
3001,Hyundai i30 1.6 CRDi Elite,2013,183000,Dizel,Otomatik,Hatchback 5 kapı,128.0,1.6,Önden Çekiş,0,,,555500,10.0
3002,Volkswagen Golf 1.6 FSI Comfortline,2006,135000,Benzin & LPG,Manuel,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,0,,,420000,17.0
3003,Seat Cordoba 1.4 Stella,2004,316500,Benzin & LPG,Manuel,Sedan,75.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-left-door,rear-left-mudguard","front-hood,front-left-mudguard",210000,19.0
3004,Chevrolet Cruze 1.6 Sport,2013,110000,Benzin & LPG,Otomatik,Sedan,124.0,1.6,Önden Çekiş,0,,,419000,10.0
3005,BMW 1 Serisi 120i Standart,2005,313000,Benzin & LPG,Otomatik,Hatchback 5 kapı,150.0,2.0,Arkadan İtiş,0,,,335000,18.0
3006,BMW 5 Serisi 520d Premium,2008,263000,Dizel,Otomatik,Sedan,163.0,2.3,Arkadan İtiş,0,,,735000,15.0
3007,Volkswagen Jetta 1.2 TSI BlueMotion Trendline,2016,183000,Benzin,Yarı Otomatik,Sedan,105.0,1.2,Önden Çekiş,0,,,495000,7.0
3008,Skoda Superb 1.6 TDI Prestige,2014,211000,Dizel,Yarı Otomatik,Sedan,113.0,1.7,Önden Çekiş,0,,,705000,9.0
3009,Renault Megane 1.5 dCi Privilege,2007,278000,Dizel,Manuel,Hatchback 5 kapı,100.0,1.5,Önden Çekiş,0,,,295000,16.0
3010,Renault Clio 1.2 Touch,2013,179000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,1,,,294000,10.0
3011,Renault Megane 1.5 dCi Icon,2013,138000,Dizel,Yarı Otomatik,Hatchback 5 kapı,138.0,1.5,Önden Çekiş,1,,,395000,10.0
3012,BMW 1 Serisi 118i Joy,2016,29500,Benzin,Yarı Otomatik,Hatchback 5 kapı,136.0,1.5,Arkadan İtiş,0,,,900000,7.0
3013,Hyundai Getz 1.3 GLS,2005,225000,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,,,220000,18.0
3014,Renault Clio 1.5 dCi Joy,2015,70000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper",front-left-mudguard,410000,8.0
3015,Chevrolet Cruze 1.6 Design Edition,2012,153000,Benzin,Manuel,Sedan,124.0,1.6,Önden Çekiş,0,"rear-right-mudguard,front-left-mudguard,rear-left-mudguard","front-bumper,rear-bumper",367000,11.0
3016,Citroën C4 1.6 HDi Confort,2014,95000,Dizel,Manuel,Hatchback 5 kapı,92.0,1.6,Önden Çekiş,0,,,480000,9.0
3017,Honda Civic 1.6i VTEC Eco Executive,2019,105000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"rear-left-door,rear-left-mudguard",,815000,4.0
3018,Hyundai i20 1.4 MPI Jump,2021,36900,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,635000,2.0
3019,Audi A3 A3 Sportback 1.6 TDI Ambition,2015,125000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,810000,8.0
3020,Toyota Corolla 1.4 D-4D Comfort Extra,2012,160000,Dizel,Manuel,Sedan,90.0,1.4,Önden Çekiş,0,,,455000,11.0
3021,Hyundai i10 1.0 D-CVVT Style,2015,80000,Benzin,Otomatik,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,0,,,505000,8.0
3022,Kia Ceed 1.6 CRDi Premium,2013,154000,Dizel,Otomatik,Hatchback 5 kapı,128.0,1.6,Önden Çekiş,0,,,592000,10.0
3023,Ford Focus 1.6 TDCi Trend X,2017,135000,Dizel,Manuel,Sedan,95.0,1.6,Önden Çekiş,0,,,623000,6.0
3024,Honda Jazz 1.4 Elite,2008,147000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,83.0,1.3,Önden Çekiş,1,,,355000,15.0
3025,Honda Civic 1.6i VTEC Premium,2008,320000,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,270000,15.0
3026,BMW 3 Serisi 316i Comfort,2012,190000,Benzin & LPG,Otomatik,Sedan,136.0,1.6,Arkadan İtiş,0,,,625000,11.0
3027,Audi TT 2.0 TFSI Quattro,2009,175000,Benzin,Yarı Otomatik,Coupe,211.0,2.0,4WD (Sürekli),0,,,810000,14.0
3028,Chevrolet Spark 0.8 SE,2009,83000,Benzin & LPG,Otomatik,Hatchback 5 kapı,52.0,0.8,Önden Çekiş,0,"front-hood,front-right-door,rear-right-door",,295000,14.0
3029,Renault Clio 1.5 dCi Touch,2015,94000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"front-hood,front-right-mudguard,front-left-mudguard",,390000,8.0
3030,Hyundai Getz 1.3 GLS,2005,299000,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,rear-left-door,front-right-mudguard,245000,18.0
3031,Volkswagen Passat 1.6 TDI BlueMotion Trendline,2017,148500,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,"front-left-mudguard,front-left-door",,940000,6.0
3032,Hyundai i20 Troy 1.4 CVVT Prime,2012,133000,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,front-right-mudguard,,425000,11.0
3033,Hyundai Accent Blue 1.6 CRDI Mode Plus,2015,102000,Dizel,Manuel,Sedan,136.0,1.6,Önden Çekiş,0,,,523000,8.0
3034,Volkswagen Golf 1.6 TDI BlueMotion Highline,2017,117000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,880000,6.0
3035,Renault Megane 1.5 dCi Joy,2017,25600,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,675000,6.0
3036,BMW 5 Serisi 520i Comfort,2014,215000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,1140000,9.0
3037,Opel Corsa 1.3 CDTI  Silverline,2006,198000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.2,Önden Çekiş,0,,,305000,17.0
3038,Fiat Egea 1.4 Fire Easy Plus,2022,1001,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,545000,1.0
3039,Peugeot 307 1.6 XT,2005,242700,Benzin & LPG,Manuel,Hatchback 5 kapı,109.0,1.6,Önden Çekiş,0,,,240000,18.0
3040,Seat Leon 1.4 TSI Stylance,2008,240000,Benzin,Manuel,Hatchback 5 kapı,125.0,1.4,Önden Çekiş,0,,,324000,15.0
3041,Volkswagen Passat 1.6 FSI Comfortline,2007,175000,Benzin,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,465000,16.0
3042,Fiat Stilo 1.6 Dynamic,2005,125000,Benzin & LPG,Manuel,Hatchback 5 kapı,103.0,1.6,Önden Çekiş,0,,rear-right-mudguard,242000,18.0
3043,Honda Jazz 1.4 Fun,2009,223000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.3,Önden Çekiş,1,"front-hood,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard",,369000,14.0
3044,Ford Fiesta 1.4 TDCi Comfort,2008,223100,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,1,"front-hood,front-right-door,rear-left-door,rear-left-mudguard",,248000,15.0
3045,Dacia Logan 1.5 dCi Ambiance,2012,164217,Dizel,Manuel,Sedan,70.0,1.5,Önden Çekiş,0,,,250000,11.0
3046,Opel Corsa 1.4 Enjoy,2019,27000,Benzin,Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,596500,4.0
3047,Fiat Punto Grande 1.4 Fire Dynamic,2008,150000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,77.0,1.4,Önden Çekiş,0,,,320000,15.0
3048,Ford Fiesta 1.5 TDCi Titanium,2020,16000,Dizel,Manuel,Hatchback 5 kapı,85.0,1.5,Önden Çekiş,0,,,670000,3.0
3049,Ford Focus 1.6 TDCi Trend X,2015,160000,Dizel,Manuel,Sedan,95.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-left-mudguard",front-hood,470000,8.0
3050,Volkswagen Jetta 1.4 TSI Trendline,2012,156000,Benzin,Manuel,Coupe,138.0,2.3,Önden Çekiş,0,,,525000,11.0
3051,Renault Clio 1.5 dCi Joy,2017,151000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,410000,6.0
3052,Audi A4 A4 Sedan 40 TDI Advanced,2022,1001,Dizel,Yarı Otomatik,Sedan,204.0,2.0,Önden Çekiş,0,,,2119000,1.0
3053,Renault Megane 1.6 Joy,2018,119000,Benzin,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,rear-right-mudguard,"front-bumper,rear-bumper",569000,5.0
3054,Honda Civic 1.6i VTEC Eco Elegance,2015,77000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,685000,8.0
3055,Renault Fluence 1.5 dCi Touch Plus,2014,170000,Dizel,Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,480000,9.0
3056,Peugeot 206 1.4 X-Line,2004,186000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,,,239000,19.0
3057,Renault Megane 1.4 Authentique,2008,225000,Benzin & LPG,Manuel,Hatchback 5 kapı,98.0,1.4,Önden Çekiş,0,,,269000,15.0
